date,confirmed,deaths,recovered,region
2020-03-22,191,0,8,Москва
2020-03-23,262,0,9,Москва
2020-03-24,290,0,9,Москва
2020-03-25,410,0,14,Москва
2020-03-26,546,2,15,Москва
2020-03-27,703,3,18,Москва
2020-03-28,817,4,18,Москва
2020-03-29,1014,6,28,Москва
2020-03-30,1226,6,28,Москва
2020-03-31,1613,11,70,Москва
2020-04-01,1880,16,115,Москва
2020-04-02,2475,19,140,Москва
2020-04-03,2923,20,168,Москва
2020-04-04,3357,27,194,Москва
2020-04-05,3893,29,198,Москва
2020-04-06,4484,29,206,Москва
2020-04-07,5181,31,222,Москва
2020-04-08,5841,31,270,Москва
2020-04-09,6698,38,313,Москва
2020-04-10,7822,50,350,Москва
2020-04-11,8852,58,499,Москва
2020-04-12,10158,72,687,Москва
2020-04-13,11513,82,837,Москва
2020-04-14,13002,95,1016,Москва
2020-04-15,14776,106,1205,Москва
2020-04-16,16146,113,1394,Москва
2020-04-17,18105,127,1517,Москва
2020-04-18,20754,148,1679,Москва
2020-04-19,24324,176,1763,Москва
2020-04-20,26350,204,1838,Москва
2020-04-21,29433,233,2057,Москва
2020-04-22,31981,261,2267,Москва
2020-04-23,33940,288,2448,Москва
2020-04-24,36897,325,2735,Москва
2020-04-25,39509,366,3047,Москва
2020-04-26,42480,404,3175,Москва
2020-04-27,45351,435,3524,Москва
2020-04-28,48426,479,4130,Москва
2020-04-29,50646,546,4610,Москва
2020-04-30,53739,611,5135,Москва
2020-05-01,57300,658,5766,Москва
2020-05-02,62658,695,6374,Москва
2020-05-03,68606,729,7029,Москва
2020-05-04,74401,764,7573,Москва
2020-05-05,80115,816,7870,Москва
2020-05-06,85973,866,8458,Москва
2020-05-07,92676,905,9227,Москва
2020-05-08,98522,956,10259,Москва
2020-05-09,104189,1010,12779,Москва
2020-05-10,109740,1068,13790,Москва
2020-05-11,115909,1124,17822,Москва
2020-05-12,121301,1179,19642,Москва
2020-05-13,126004,1232,21506,Москва
2020-05-14,130716,1290,23327,Москва
2020-05-15,135464,1358,24562,Москва
2020-05-16,138969,1432,26032,Москва
2020-05-17,142824,1503,27490,Москва
2020-05-18,146062,1580,28913,Москва
2020-05-19,149607,1651,31496,Москва
2020-05-20,152306,1726,36936,Москва
2020-05-21,155219,1794,40682,Москва
2020-05-22,158207,1867,43582,Москва
2020-05-23,161397,1934,47413,Москва
2020-05-24,163913,1993,49840,Москва
2020-05-25,166473,2034,53586,Москва
2020-05-26,169303,2110,61619,Москва
2020-05-27,171443,2183,67458,Москва
2020-05-28,173497,2254,71251,Москва
2020-05-29,175829,2330,74725,Москва
2020-05-30,178196,2408,78324,Москва
2020-05-31,180791,2477,80179,Москва
2020-06-01,183088,2553,82239,Москва
2020-06-02,185374,2624,88269,Москва
2020-06-03,187216,2685,91654,Москва
2020-06-04,189214,2749,94715,Москва
2020-06-05,191069,2806,97358,Москва
2020-06-06,193061,2864,100431,Москва
2020-06-07,195017,2919,102714,Москва
2020-06-08,197018,2970,104347,Москва
2020-06-09,198590,3029,109737,Москва
2020-06-10,199785,3085,113533,Москва
2020-06-11,201221,3138,115769,Москва
2020-06-12,202935,3187,118024,Москва
2020-06-13,204428,3231,119558,Москва
2020-06-14,205905,3281,121691,Москва
2020-06-15,207264,3334,123240,Москва
2020-06-16,208680,3386,126114,Москва
2020-06-17,209745,3434,128385,Москва
2020-06-18,210785,3483,130431,Москва
2020-06-19,211921,3531,132434,Москва
2020-06-20,212978,3565,134549,Москва
2020-06-21,213946,3597,135556,Москва
2020-06-22,215014,3617,136670,Москва
2020-06-23,216095,3643,139248,Москва
2020-06-24,216906,3657,141268,Москва
2020-06-25,217791,3669,142194,Москва
2020-06-26,218604,3694,144191,Москва
2020-06-27,219354,3714,146043,Москва
2020-06-28,220071,3738,147095,Москва
2020-06-29,220853,3761,148102,Москва
2020-06-30,221598,3796,150397,Москва
2020-07-01,222209,3831,152193,Москва
2020-07-02,222871,3870,153248,Москва
2020-07-03,223530,3904,154839,Москва
2020-07-04,224210,3929,156459,Москва
2020-07-05,224860,3953,157020,Москва
2020-07-06,225545,3975,157652,Москва
2020-07-07,226174,3999,159718,Москва
2020-07-08,226795,4027,160913,Москва
2020-07-09,227363,4059,162086,Москва
2020-07-10,228000,4087,163093,Москва
2020-07-11,228678,4116,164095,Москва
2020-07-12,229357,4143,164560,Москва
2020-07-13,230029,4168,164954,Москва
2020-07-14,230642,4205,165966,Москва
2020-07-15,231270,4234,167810,Москва
2020-07-16,231801,4258,168955,Москва
2020-07-17,232376,4271,169637,Москва
2020-07-18,232954,4285,170180,Москва
2020-07-19,233545,4299,170539,Москва
2020-07-20,234123,4314,170918,Москва
2020-07-21,234725,4331,171771,Москва
2020-07-22,235363,4350,172939,Москва
2020-07-23,235971,4364,173392,Москва
2020-07-24,236616,4375,173854,Москва
2020-07-25,237264,4389,174415,Москва
2020-07-26,237947,4398,174721,Москва
2020-07-27,238641,4411,174985,Москва
2020-07-28,239315,4421,175812,Москва
2020-07-29,239986,4434,176437,Москва
2020-07-30,240664,4446,177908,Москва
2020-07-31,241359,4460,179168,Москва
2020-08-01,242049,4473,180581,Москва
2020-08-02,242713,4485,181342,Москва
2020-08-03,243406,4498,182184,Москва
2020-08-04,244097,4510,183640,Москва
2020-08-05,244784,4521,184969,Москва
2020-08-06,245468,4534,186223,Москва
2020-08-07,246154,4546,187576,Москва
2020-08-08,246845,4560,188854,Москва
2020-08-09,247534,4572,189657,Москва
2020-08-10,248228,4585,190555,Москва
2020-08-11,248922,4599,191598,Москва
2020-08-12,249611,4611,192686,Москва
2020-08-13,250303,4622,193473,Москва
2020-08-14,250991,4633,194823,Москва
2020-08-15,251686,4645,196098,Москва
2020-08-16,252374,4656,197143,Москва
2020-08-17,253064,4666,197962,Москва
2020-08-18,253757,4677,199117,Москва
2020-08-19,254448,4687,200359,Москва
2020-08-20,255136,4698,201567,Москва
2020-08-21,255826,4710,202727,Москва
2020-08-22,256513,4720,203821,Москва
2020-08-23,257124,4731,204786,Москва
2020-08-24,257749,4741,205649,Москва
2020-08-25,258430,4753,206804,Москва
2020-08-26,259070,4764,208193,Москва
2020-08-27,259707,4776,209628,Москва
2020-08-28,260361,4786,210908,Москва
2020-08-29,261038,4798,212301,Москва
2020-08-30,261733,4809,213205,Москва
2020-08-31,262418,4821,214121,Москва
2020-09-01,263059,4832,215383,Москва
2020-09-02,263684,4844,216742,Москва
2020-09-03,264374,4857,217899,Москва
2020-09-04,265066,4867,219095,Москва
2020-09-05,265737,4878,220407,Москва
2020-09-06,266357,4891,221370,Москва
2020-09-07,267047,4905,222252,Москва
2020-09-08,267742,4921,223502,Москва
2020-09-09,268384,4933,224840,Москва
2020-09-10,269079,4947,226274,Москва
2020-09-11,269777,4956,227530,Москва
2020-09-12,270447,4968,228673,Москва
2020-09-13,271097,4982,229573,Москва
2020-09-14,271793,4993,230397,Москва
2020-09-15,272523,5006,231483,Москва
2020-09-16,273273,5016,232706,Москва
2020-09-17,274003,5025,234029,Москва
2020-09-18,274808,5033,235136,Москва
2020-09-19,275633,5044,236055,Москва
2020-09-20,276493,5057,236947,Москва
2020-09-21,277408,5069,237935,Москва
2020-09-22,278388,5084,239126,Москва
2020-09-23,279358,5100,240352,Москва
2020-09-24,280408,5115,241656,Москва
2020-09-25,281968,5129,242883,Москва
2020-09-26,283760,5146,244006,Москва
2020-09-27,285776,5164,245132,Москва
2020-09-28,287993,5180,246074,Москва
2020-09-29,290293,5203,247301,Москва
2020-09-30,292601,5230,248650,Москва
2020-10-01,295025,5254,249861,Москва
2020-10-02,297729,5282,251018,Москва
2020-10-03,300613,5314,252087,Москва
2020-10-04,303940,5343,253031,Москва
2020-10-05,307477,5370,253944,Москва
2020-10-06,311559,5401,255100,Москва
2020-10-07,314788,5442,256362,Москва
2020-10-08,318111,5497,257703,Москва
2020-10-09,321812,5530,259127,Москва
2020-10-10,325917,5560,260433,Москва
2020-10-11,330418,5595,261619,Москва
2020-10-12,334813,5629,262750,Москва
2020-10-13,339431,5687,264500,Москва
2020-10-14,344004,5739,266470,Москва
2020-10-15,347946,5796,268423,Москва
2020-10-16,352995,5850,270226,Москва
2020-10-17,357643,5906,272227,Москва
2020-10-18,362253,5958,273881,Москва
2020-10-19,367629,6009,275648,Москва
2020-10-20,372628,6058,277608,Москва
2020-10-21,377017,6121,279973,Москва
2020-10-22,381430,6187,282492,Москва
2020-10-23,386908,6249,285271,Москва
2020-10-24,391361,6312,287910,Москва
2020-10-25,395816,6380,290524,Москва
2020-10-26,401040,6442,293205,Москва
2020-10-27,405352,6503,296474,Москва
2020-10-28,409022,6578,300051,Москва
2020-10-29,413928,6644,303831,Москва
2020-10-30,419196,6713,307816,Москва
2020-10-31,424148,6768,311450,Москва
2020-11-01,429409,6820,314791,Москва
2020-11-02,434205,6873,318032,Москва
2020-11-03,439355,6936,321679,Москва
2020-11-04,445181,7004,325531,Москва
2020-11-05,450436,7071,329201,Москва
2020-11-06,456689,7140,332984,Москва
2020-11-07,462518,7215,336659,Москва
2020-11-08,468269,7289,339913,Москва
2020-11-09,475166,7361,343226,Москва
2020-11-10,481068,7429,346889,Москва
2020-11-11,485545,7502,350746,Москва
2020-11-12,491542,7573,354705,Москва
2020-03-22,35,0,1,Московская область
2020-03-23,35,0,1,Московская область
2020-03-24,35,0,2,Московская область
2020-03-25,41,0,2,Московская область
2020-03-26,41,0,7,Московская область
2020-03-27,49,0,8,Московская область
2020-03-28,85,0,8,Московская область
2020-03-29,112,0,10,Московская область
2020-03-30,119,0,10,Московская область
2020-03-31,119,0,14,Московская область
2020-04-01,134,1,17,Московская область
2020-04-02,177,2,17,Московская область
2020-04-03,211,2,17,Московская область
2020-04-04,260,2,30,Московская область
2020-04-05,305,2,33,Московская область
2020-04-06,387,3,34,Московская область
2020-04-07,454,8,47,Московская область
2020-04-08,549,10,50,Московская область
2020-04-09,748,13,52,Московская область
2020-04-10,930,13,66,Московская область
2020-04-11,1082,14,69,Московская область
2020-04-12,1360,18,75,Московская область
2020-04-13,1855,19,75,Московская область
2020-04-14,2315,24,75,Московская область
2020-04-15,2587,26,75,Московская область
2020-04-16,3054,33,91,Московская область
2020-04-17,3526,40,105,Московская область
2020-04-18,3954,40,126,Московская область
2020-04-19,4663,49,162,Московская область
2020-04-20,5241,49,176,Московская область
2020-04-21,5959,49,179,Московская область
2020-04-22,6590,56,186,Московская область
2020-04-23,7278,56,186,Московская область
2020-04-24,7889,66,235,Московская область
2020-04-25,8494,69,262,Московская область
2020-04-26,9070,71,272,Московская область
2020-04-27,9708,71,286,Московская область
2020-04-28,10231,74,311,Московская область
2020-04-29,10917,90,389,Московская область
2020-04-30,11710,93,430,Московская область
2020-05-01,12507,109,458,Московская область
2020-05-02,13314,109,503,Московская область
2020-05-03,14136,111,507,Московская область
2020-05-04,14939,111,526,Московская область
2020-05-05,15761,127,576,Московская область
2020-05-06,16590,141,611,Московская область
2020-05-07,17432,156,769,Московская область
2020-05-08,18350,175,813,Московская область
2020-05-09,19425,186,1030,Московская область
2020-05-10,20558,195,1236,Московская область
2020-05-11,21637,209,1389,Московская область
2020-05-12,22700,219,1582,Московская область
2020-05-13,23662,226,1745,Московская область
2020-05-14,24580,240,1987,Московская область
2020-05-15,25525,253,2468,Московская область
2020-05-16,26462,262,2724,Московская область
2020-05-17,27369,268,3088,Московская область
2020-05-18,28290,268,3361,Московская область
2020-05-19,29188,271,3614,Московская область
2020-05-20,30091,285,3897,Московская область
2020-05-21,30983,299,4281,Московская область
2020-05-22,31807,312,4699,Московская область
2020-05-23,32653,324,5163,Московская область
2020-05-24,33515,329,5520,Московская область
2020-05-25,34346,340,5908,Московская область
2020-05-26,35163,349,6152,Московская область
2020-05-27,35956,359,6440,Московская область
2020-05-28,36730,380,6843,Московская область
2020-05-29,37503,400,7333,Московская область
2020-05-30,38238,424,7720,Московская область
2020-05-31,38995,449,8091,Московская область
2020-06-01,39723,473,8422,Московская область
2020-06-02,40455,495,8809,Московская область
2020-06-03,41191,515,9311,Московская область
2020-06-04,41958,534,9877,Московская область
2020-06-05,42720,539,10392,Московская область
2020-06-06,43478,557,10924,Московская область
2020-06-07,44232,567,11462,Московская область
2020-06-08,44983,578,12031,Московская область
2020-06-09,45722,590,12672,Московская область
2020-06-10,46457,622,13419,Московская область
2020-06-11,47181,644,14187,Московская область
2020-06-12,47911,666,14955,Московская область
2020-06-13,48636,678,15734,Московская область
2020-06-14,49353,678,16573,Московская область
2020-06-15,50042,690,17422,Московская область
2020-06-16,50736,702,18340,Московская область
2020-06-17,51416,728,19319,Московская область
2020-06-18,52083,751,20355,Московская область
2020-06-19,52729,755,21448,Московская область
2020-06-20,53320,778,22596,Московская область
2020-06-21,53869,783,23798,Московская область
2020-06-22,54375,783,25036,Московская область
2020-06-23,54879,798,26198,Московская область
2020-06-24,55386,822,27588,Московская область
2020-06-25,55853,832,29002,Московская область
2020-06-26,56243,846,30491,Московская область
2020-06-27,56609,858,31912,Московская область
2020-06-28,56934,864,33231,Московская область
2020-06-29,57269,875,34322,Московская область
2020-06-30,57570,887,35240,Московская область
2020-07-01,57876,911,36052,Московская область
2020-07-02,58193,921,36802,Московская область
2020-07-03,58491,928,37398,Московская область
2020-07-04,58766,936,37856,Московская область
2020-07-05,59053,947,38348,Московская область
2020-07-06,59345,947,38754,Московская область
2020-07-07,59522,965,39191,Московская область
2020-07-08,59716,970,39550,Московская область
2020-07-09,59908,979,39922,Московская область
2020-07-10,60107,992,40299,Московская область
2020-07-11,60295,996,40625,Московская область
2020-07-12,60492,1002,40947,Московская область
2020-07-13,60688,1009,41279,Московская область
2020-07-14,60886,1015,41657,Московская область
2020-07-15,61059,1022,42013,Московская область
2020-07-16,61233,1033,42372,Московская область
2020-07-17,61399,1043,42721,Московская область
2020-07-18,61572,1048,43048,Московская область
2020-07-19,61743,1058,43367,Московская область
2020-07-20,61896,1061,43585,Московская область
2020-07-21,62045,1067,43919,Московская область
2020-07-22,62173,1072,44162,Московская область
2020-07-23,62318,1075,44411,Московская область
2020-07-24,62461,1085,44739,Московская область
2020-07-25,62609,1089,45004,Московская область
2020-07-26,62753,1089,45231,Московская область
2020-07-27,62892,1098,45535,Московская область
2020-07-28,63018,1100,45787,Московская область
2020-07-29,63155,1102,46048,Московская область
2020-07-30,63299,1105,46365,Московская область
2020-07-31,63449,1106,46653,Московская область
2020-08-01,63598,1109,46826,Московская область
2020-08-02,63755,1113,47027,Московская область
2020-08-03,63915,1114,47224,Московская область
2020-08-04,64076,1117,47431,Московская область
2020-08-05,64238,1119,47622,Московская область
2020-08-06,64397,1120,47811,Московская область
2020-08-07,64555,1120,48005,Московская область
2020-08-08,64716,1122,48196,Московская область
2020-08-09,64865,1123,48372,Московская область
2020-08-10,65018,1124,48541,Московская область
2020-08-11,65172,1127,48701,Московская область
2020-08-12,65324,1132,48916,Московская область
2020-08-13,65472,1136,49066,Московская область
2020-08-14,65628,1139,49225,Московская область
2020-08-15,65781,1141,49381,Московская область
2020-08-16,65935,1144,49519,Московская область
2020-08-17,66088,1146,49667,Московская область
2020-08-18,66233,1151,49785,Московская область
2020-08-19,66384,1155,49920,Московская область
2020-08-20,66541,1157,50060,Московская область
2020-08-21,66692,1160,50194,Московская область
2020-08-22,66853,1161,50348,Московская область
2020-08-23,67017,1166,50467,Московская область
2020-08-24,67165,1169,50597,Московская область
2020-08-25,67308,1171,50738,Московская область
2020-08-26,67451,1174,50889,Московская область
2020-08-27,67599,1174,51035,Московская область
2020-08-28,67749,1178,51166,Московская область
2020-08-29,67912,1182,51314,Московская область
2020-08-30,68077,1185,51420,Московская область
2020-08-31,68223,1187,51523,Московская область
2020-09-01,68379,1193,51732,Московская область
2020-09-02,68537,1198,51840,Московская область
2020-09-03,68700,1204,52051,Московская область
2020-09-04,68864,1209,52176,Московская область
2020-09-05,69032,1213,52313,Московская область
2020-09-06,69199,1216,52438,Московская область
2020-09-07,69365,1218,52557,Московская область
2020-09-08,69500,1223,52689,Московская область
2020-09-09,69664,1226,52831,Московская область
2020-09-10,69833,1232,52953,Московская область
2020-09-11,70008,1237,53090,Московская область
2020-09-12,70178,1241,53241,Московская область
2020-09-13,70344,1244,53399,Московская область
2020-09-14,70507,1249,53554,Московская область
2020-09-15,70658,1255,53731,Московская область
2020-09-16,70831,1261,53870,Московская область
2020-09-17,71008,1267,54040,Московская область
2020-09-18,71173,1272,54195,Московская область
2020-09-19,71348,1278,54355,Московская область
2020-09-20,71536,1281,54531,Московская область
2020-09-21,71729,1285,54700,Московская область
2020-09-22,71901,1292,54865,Московская область
2020-09-23,72116,1298,55036,Московская область
2020-09-24,72321,1304,55205,Московская область
2020-09-25,72529,1311,55385,Московская область
2020-09-26,72733,1315,55545,Московская область
2020-09-27,72959,1319,55731,Московская область
2020-09-28,73171,1324,55883,Московская область
2020-09-29,73380,1331,56077,Московская область
2020-09-30,73602,1338,56252,Московская область
2020-10-01,73832,1344,56423,Московская область
2020-10-02,74076,1351,56610,Московская область
2020-10-03,74335,1358,56795,Московская область
2020-10-04,74631,1364,56976,Московская область
2020-10-05,74970,1369,57166,Московская область
2020-10-06,75317,1376,57367,Московская область
2020-10-07,75712,1384,57576,Московская область
2020-10-08,76145,1390,57811,Московская область
2020-10-09,76556,1397,58036,Московская область
2020-10-10,76972,1406,58286,Московская область
2020-10-11,77391,1412,58530,Московская область
2020-10-12,77831,1417,58731,Московская область
2020-10-13,78251,1426,58967,Московская область
2020-10-14,78680,1434,59211,Московская область
2020-10-15,79119,1443,59510,Московская область
2020-10-16,79567,1452,59770,Московская область
2020-10-17,80025,1462,60019,Московская область
2020-10-18,80485,1470,60256,Московская область
2020-10-19,80951,1478,60496,Московская область
2020-10-20,81377,1490,60752,Московская область
2020-10-21,81843,1501,61061,Московская область
2020-10-22,82305,1511,61382,Московская область
2020-10-23,82777,1522,61700,Московская область
2020-10-24,83257,1532,62057,Московская область
2020-10-25,83748,1541,62375,Московская область
2020-10-26,84247,1549,62697,Московская область
2020-10-27,84743,1563,63067,Московская область
2020-10-28,85248,1575,63444,Московская область
2020-10-29,85762,1586,63825,Московская область
2020-10-30,86286,1599,64230,Московская область
2020-10-31,86821,1608,64649,Московская область
2020-11-01,87366,1617,65057,Московская область
2020-11-02,87922,1627,65454,Московская область
2020-11-03,88489,1640,65869,Московская область
2020-11-04,89058,1653,66291,Московская область
2020-11-05,89646,1663,66711,Московская область
2020-11-06,90251,1677,67150,Московская область
2020-11-07,90880,1691,67585,Московская область
2020-11-08,91524,1701,68005,Московская область
2020-11-09,92184,1714,68427,Московская область
2020-11-10,92869,1730,68921,Московская область
2020-11-11,93570,1745,69418,Московская область
2020-11-12,94299,1758,69908,Московская область
2020-03-22,16,0,2,Санкт-Петербург
2020-03-23,16,0,2,Санкт-Петербург
2020-03-24,21,0,2,Санкт-Петербург
2020-03-25,21,0,2,Санкт-Петербург
2020-03-26,26,0,5,Санкт-Петербург
2020-03-27,26,0,5,Санкт-Петербург
2020-03-28,37,0,5,Санкт-Петербург
2020-03-29,42,1,5,Санкт-Петербург
2020-03-30,50,1,5,Санкт-Петербург
2020-03-31,98,2,7,Санкт-Петербург
2020-04-01,125,2,7,Санкт-Петербург
2020-04-02,147,2,7,Санкт-Петербург
2020-04-03,156,2,7,Санкт-Петербург
2020-04-04,171,2,7,Санкт-Петербург
2020-04-05,191,2,7,Санкт-Петербург
2020-04-06,226,2,32,Санкт-Петербург
2020-04-07,295,2,32,Санкт-Петербург
2020-04-08,329,2,32,Санкт-Петербург
2020-04-09,373,4,43,Санкт-Петербург
2020-04-10,408,4,43,Санкт-Петербург
2020-04-11,488,4,74,Санкт-Петербург
2020-04-12,557,4,74,Санкт-Петербург
2020-04-13,678,4,78,Санкт-Петербург
2020-04-14,799,4,78,Санкт-Петербург
2020-04-15,929,5,95,Санкт-Петербург
2020-04-16,1083,7,110,Санкт-Петербург
2020-04-17,1507,7,131,Санкт-Петербург
2020-04-18,1646,8,232,Санкт-Петербург
2020-04-19,1760,8,239,Санкт-Петербург
2020-04-20,1846,8,241,Санкт-Петербург
2020-04-21,1973,11,280,Санкт-Петербург
2020-04-22,2267,14,327,Санкт-Петербург
2020-04-23,2458,17,368,Санкт-Петербург
2020-04-24,2711,20,411,Санкт-Петербург
2020-04-25,2926,23,460,Санкт-Петербург
2020-04-26,3077,27,489,Санкт-Петербург
2020-04-27,3238,27,489,Санкт-Петербург
2020-04-28,3436,27,544,Санкт-Петербург
2020-04-29,3726,29,708,Санкт-Петербург
2020-04-30,4062,29,779,Санкт-Петербург
2020-05-01,4411,33,779,Санкт-Петербург
2020-05-02,4734,33,877,Санкт-Петербург
2020-05-03,5029,34,1061,Санкт-Петербург
2020-05-04,5346,37,1197,Санкт-Петербург
2020-05-05,5572,37,1468,Санкт-Петербург
2020-05-06,5884,40,1532,Санкт-Петербург
2020-05-07,6190,44,1552,Санкт-Петербург
2020-05-08,6565,48,1597,Санкт-Петербург
2020-05-09,6990,53,1662,Санкт-Петербург
2020-05-10,7404,53,1674,Санкт-Петербург
2020-05-11,7711,56,1681,Санкт-Петербург
2020-05-12,8050,58,1784,Санкт-Петербург
2020-05-13,8485,63,1848,Санкт-Петербург
2020-05-14,8945,69,1899,Санкт-Петербург
2020-05-15,9486,74,2005,Санкт-Петербург
2020-05-16,10011,80,2109,Санкт-Петербург
2020-05-17,10462,85,2175,Санкт-Петербург
2020-05-18,10887,90,2209,Санкт-Петербург
2020-05-19,11340,95,2272,Санкт-Петербург
2020-05-20,11795,99,2480,Санкт-Петербург
2020-05-21,12203,104,2661,Санкт-Петербург
2020-05-22,12592,107,2859,Санкт-Петербург
2020-05-23,12955,113,3124,Санкт-Петербург
2020-05-24,13339,133,3452,Санкт-Петербург
2020-05-25,13713,138,3590,Санкт-Петербург
2020-05-26,14076,150,3744,Санкт-Петербург
2020-05-27,14463,158,4458,Санкт-Петербург
2020-05-28,14846,167,4783,Санкт-Петербург
2020-05-29,15215,178,5113,Санкт-Петербург
2020-05-30,15580,191,5373,Санкт-Петербург
2020-05-31,15949,204,5680,Санкт-Петербург
2020-06-01,16313,213,5748,Санкт-Петербург
2020-06-02,16689,223,6008,Санкт-Петербург
2020-06-03,17069,240,6331,Санкт-Петербург
2020-06-04,17444,264,6695,Санкт-Петербург
2020-06-05,17822,291,7076,Санкт-Петербург
2020-06-06,18169,346,7462,Санкт-Петербург
2020-06-07,18509,377,7759,Санкт-Петербург
2020-06-08,18835,392,7915,Санкт-Петербург
2020-06-09,19153,433,8101,Санкт-Петербург
2020-06-10,19466,482,8521,Санкт-Петербург
2020-06-11,19769,520,8864,Санкт-Петербург
2020-06-12,20043,561,9276,Санкт-Петербург
2020-06-13,20305,569,9561,Санкт-Петербург
2020-06-14,20561,597,9677,Санкт-Петербург
2020-06-15,20813,635,9739,Санкт-Петербург
2020-06-16,21047,689,9971,Санкт-Петербург
2020-06-17,21275,727,10687,Санкт-Петербург
2020-06-18,21506,756,11324,Санкт-Петербург
2020-06-19,21734,793,12171,Санкт-Петербург
2020-06-20,21966,814,12965,Санкт-Петербург
2020-06-21,22195,840,13463,Санкт-Петербург
2020-06-22,22412,869,13647,Санкт-Петербург
2020-06-23,22632,904,13868,Санкт-Петербург
2020-06-24,22850,942,14511,Санкт-Петербург
2020-06-25,23071,961,15100,Санкт-Петербург
2020-06-26,23294,1008,15495,Санкт-Петербург
2020-06-27,23518,1065,16211,Санкт-Петербург
2020-06-28,23735,1086,16809,Санкт-Петербург
2020-06-29,23954,1105,17056,Санкт-Петербург
2020-06-30,24207,1136,17310,Санкт-Петербург
2020-07-01,24469,1182,18155,Санкт-Петербург
2020-07-02,24727,1227,19004,Санкт-Петербург
2020-07-03,24990,1272,19495,Санкт-Петербург
2020-07-04,25261,1303,19746,Санкт-Петербург
2020-07-05,25536,1345,19994,Санкт-Петербург
2020-07-06,25816,1389,20174,Санкт-Петербург
2020-07-07,26094,1437,20359,Санкт-Петербург
2020-07-08,26389,1484,20552,Санкт-Петербург
2020-07-09,26681,1520,20734,Санкт-Петербург
2020-07-10,26981,1541,20890,Санкт-Петербург
2020-07-11,27277,1583,21071,Санкт-Петербург
2020-07-12,27570,1603,21233,Санкт-Петербург
2020-07-13,27861,1626,21385,Санкт-Петербург
2020-07-14,28142,1657,21579,Санкт-Петербург
2020-07-15,28406,1676,21746,Санкт-Петербург
2020-07-16,28662,1698,21895,Санкт-Петербург
2020-07-17,28906,1728,22051,Санкт-Петербург
2020-07-18,29144,1755,22212,Санкт-Петербург
2020-07-19,29346,1781,22313,Санкт-Петербург
2020-07-20,29541,1807,22425,Санкт-Петербург
2020-07-21,29730,1834,22518,Санкт-Петербург
2020-07-22,29916,1862,22613,Санкт-Петербург
2020-07-23,30100,1881,22714,Санкт-Петербург
2020-07-24,30281,1908,22807,Санкт-Петербург
2020-07-25,30460,1936,22889,Санкт-Петербург
2020-07-26,30635,1945,22968,Санкт-Петербург
2020-07-27,30807,1955,23043,Санкт-Петербург
2020-07-28,30975,1978,23124,Санкт-Петербург
2020-07-29,31140,2001,23199,Санкт-Петербург
2020-07-30,31302,2023,23292,Санкт-Петербург
2020-07-31,31461,2043,23370,Санкт-Петербург
2020-08-01,31622,2052,23466,Санкт-Петербург
2020-08-02,31785,2056,23552,Санкт-Петербург
2020-08-03,31945,2062,23627,Санкт-Петербург
2020-08-04,32103,2084,23712,Санкт-Петербург
2020-08-05,32259,2102,23749,Санкт-Петербург
2020-08-06,32418,2118,23833,Санкт-Петербург
2020-08-07,32575,2136,23926,Санкт-Петербург
2020-08-08,32730,2146,24009,Санкт-Петербург
2020-08-09,32890,2149,24042,Санкт-Петербург
2020-08-10,33047,2156,24087,Санкт-Петербург
2020-08-11,33204,2176,24165,Санкт-Петербург
2020-08-12,33365,2188,24258,Санкт-Петербург
2020-08-13,33525,2203,24354,Санкт-Петербург
2020-08-14,33684,2225,24426,Санкт-Петербург
2020-08-15,33846,2245,24502,Санкт-Петербург
2020-08-16,34009,2255,24555,Санкт-Петербург
2020-08-17,34168,2257,24624,Санкт-Петербург
2020-08-18,34325,2276,24707,Санкт-Петербург
2020-08-19,34487,2293,24793,Санкт-Петербург
2020-08-20,34647,2308,24876,Санкт-Петербург
2020-08-21,34828,2314,24977,Санкт-Петербург
2020-08-22,35011,2332,25087,Санкт-Петербург
2020-08-23,35191,2342,25150,Санкт-Петербург
2020-08-24,35373,2342,25215,Санкт-Петербург
2020-08-25,35552,2357,25304,Санкт-Петербург
2020-08-26,35733,2375,25379,Санкт-Петербург
2020-08-27,35917,2392,25444,Санкт-Петербург
2020-08-28,36104,2401,25530,Санкт-Петербург
2020-08-29,36293,2416,25625,Санкт-Петербург
2020-08-30,36479,2421,25693,Санкт-Петербург
2020-08-31,36667,2421,25789,Санкт-Петербург
2020-09-01,36852,2440,25875,Санкт-Петербург
2020-09-02,37041,2461,25981,Санкт-Петербург
2020-09-03,37232,2483,26093,Санкт-Петербург
2020-09-04,37425,2503,26194,Санкт-Петербург
2020-09-05,37620,2522,26290,Санкт-Петербург
2020-09-06,37812,2532,26365,Санкт-Петербург
2020-09-07,38008,2532,26430,Санкт-Петербург
2020-09-08,38218,2552,26553,Санкт-Петербург
2020-09-09,38436,2574,26664,Санкт-Петербург
2020-09-10,38651,2590,26776,Санкт-Петербург
2020-09-11,38867,2607,26881,Санкт-Петербург
2020-09-12,39070,2630,26986,Санкт-Петербург
2020-09-13,39276,2650,27090,Санкт-Петербург
2020-09-14,39475,2650,27190,Санкт-Петербург
2020-09-15,39681,2676,27294,Санкт-Петербург
2020-09-16,39888,2701,27399,Санкт-Петербург
2020-09-17,40099,2725,27506,Санкт-Петербург
2020-09-18,40305,2744,27610,Санкт-Петербург
